utt_id,ref_baseline,hyp_baseline,cer_baseline,ref_acoustic,hyp_acoustic,cer_acoustic,cer_diff,text,num_chars,num_tokens,condition
SD2200759-SDRW2200000627.1.1.242,2번인가밖에 안 가 본 거 같아 거기가 가까운 데 있으면,2번인가밖에 안 가본 거 같아 그러니까 가까운 데 있으면,0.1612903225806451,2번인가밖에 안 가 본 거 같아 거기가 가까운 데 있으면,2번인가밖에 안 가본 거 같아 그러니까 가까운 데 있으면,0.1612903225806451,0.0,2번인가밖에 안 가 본 거 같아 거기가 가까운 데 있으면,22,10,normal
SD2200784-SDRW2200000515.1.1.151,이 렌트를 하고 갔는데,이벤트를 하고 갔는데,0.1666666666666666,이 렌트를 하고 갔는데,이렌트를 하고 갔는데,0.0833333333333333,0.0833333333333333,이 렌트를 하고 갔는데,9,4,normal
SD2200784-SDRW2200000518.1.1.106,그래서 난 요새 그 뭐 뭐 뭐라니 다시 1알,그래서 난 요새 그 뭐 뭐 뭐하냐 그거 다시 1알,0.2083333333333333,그래서 난 요새 그 뭐 뭐 뭐라니 다시 1알,그래서 난 요새 그 뭐 뭐하냐 그거 다시 하,0.2916666666666667,-0.0833333333333334,그래서 난 요새 그 뭐 뭐 뭐라니 다시 1알,16,9,normal
SD2200788-SDRW2200000163.1.1.167,정말 그렇죠,정말 그렇죠,0.0,정말 그렇죠,정말 그렇죠,0.0,0.0,정말 그렇죠,5,2,low_info
SD2200788-SDRW2200000164.1.1.382,반대하는 것에,반대하는 것에,0.0,반대하는 것에,반대하는 것에,0.0,0.0,반대하는 것에,6,2,low_info
SD2200790-SDRW2200000165.1.1.130,어 해리 포터나 그런 영화들이,어 해리 포터나 그런 영화들이,0.0,어 해리 포터나 그런 영화들이,어 해리포터나 그런 영화들이,0.0625,-0.0625,어 해리 포터나 그런 영화들이,12,5,normal
SD2200802-SDRW2200000185.1.1.192,하트시그널 1 2 3 챙겨 보면서 좀 설렜었거든,하트 시그 1 2 3 챙겨 보면서 좀 설렜었거든,0.0769230769230769,하트시그널 1 2 3 챙겨 보면서 좀 설렜었거든,하트시그을 1 2 3 챙겨 보면서 좀 설렜었거든,0.0384615384615384,0.0384615384615385,하트시그널 1 2 3 챙겨 보면서 좀 설렜었거든,19,8,normal
SD2200805-SDRW2200000205.1.1.271,보드도 좀 타러 다닐까 생각 중이기도 하고,보드도 좀 타러 놔야 될까 생각 중이기도 하고,0.1739130434782608,보드도 좀 타러 다닐까 생각 중이기도 하고,보드도 좀 타러야 될까 생각 중이기도 하고,0.1304347826086956,0.0434782608695652,보드도 좀 타러 다닐까 생각 중이기도 하고,17,7,normal
SD2200805-SDRW2200000206.1.1.200,바로 냄새도 많이 나고 해서 바로 그냥 냉동실에 처분하는 편이야,바로 냄새도 많이 나고 그래서 바로 그냥 냉동실을 처분하는 편이,0.1142857142857142,바로 냄새도 많이 나고 해서 바로 그냥 냉동실에 처분하는 편이야,바로 냄새도 많이 나고 해서 바로 그냥 냉동실에 처분하는 편이야,0.0,0.1142857142857142,바로 냄새도 많이 나고 해서 바로 그냥 냉동실에 처분하는 편이야,26,10,normal
SD2200833-SDRW2200001245.1.1.156,둘만 가는 거 아니야 이러다가,불만 가는 거 아니야 이러다가,0.0625,둘만 가는 거 아니야 이러다가,불만 가는 거 아니야 이러다가,0.0625,0.0,둘만 가는 거 아니야 이러다가,12,5,normal
SD2200866-SDRW2200001456.1.1.311,그럼 우리 5만 원 밑으로 해야 돼 막 그러면서,그럼 우리 5만 원 밑으로 해야 돼 막 그러면서,0.0,그럼 우리 5만 원 밑으로 해야 돼 막 그러면서,그럼 우리 5만 원 밑으로 해야 돼 막 그러면서,0.0,0.0,그럼 우리 5만 원 밑으로 해야 돼 막 그러면서,18,9,normal
SD2200866-SDRW2200001456.1.1.314,그러다가 아니 그거까지는 인제 아니래 막 혼란이 좀 지나간 다음에,그러다 아니 그거까지는 이제 아니래 막 혼란이 좀 지나간 다음에,0.0555555555555555,그러다가 아니 그거까지는 인제 아니래 막 혼란이 좀 지나간 다음에,그러다가 아이 그것까지는 이제 아니래 막 콜란이 좀 지나간 다음에,0.1111111111111111,-0.0555555555555556,그러다가 아니 그거까지는 인제 아니래 막 혼란이 좀 지나간 다음에,27,10,normal
SD2200866-SDRW2200001456.1.1.385,그게 파트너스,그게 파트너을,0.1428571428571428,그게 파트너스,이게 파트너을,0.2857142857142857,-0.1428571428571429,그게 파트너스,6,2,low_info
SD2200874-SDRW2200001508.1.1.178,나한텐 우정이잖아 name5 형도 그렇고,나한텐 우정이잖아 name2 형도 그렇고,0.0454545454545454,나한텐 우정이잖아 name5 형도 그렇고,나한테 우정이잖아 name1이 형도 그렇고,0.1363636363636363,-0.0909090909090909,나한텐 우정이잖아 name5 형도 그렇고,18,5,normal
SD2200887-SDRW2200002719.1.1.238,잘 하기는 했는데,잘하긴 했는데,0.3333333333333333,잘 하기는 했는데,잘하기는 했는데,0.1111111111111111,0.2222222222222222,잘 하기는 했는데,7,3,normal
SD2200897-SDRW2200001702.1.1.359,엄마가 수능 도시락 뭐 싸 주냐 그랬는데,엄마가 수능 도시락 못 사시냐 그랬는데,0.1818181818181818,엄마가 수능 도시락 뭐 싸 주냐 그랬는데,엄마가 수능 도시락 못 사들려 그랬는데,0.2272727272727272,-0.0454545454545454,엄마가 수능 도시락 뭐 싸 주냐 그랬는데,16,7,normal
SD2200897-SDRW2200001702.1.1.72,난 그 너무 싫었어,내가 너무 싫었어,0.3,난 그 너무 싫었어,내가 너무 싫었어,0.3,0.0,난 그 너무 싫었어,7,4,normal
SD2200908-SDRW2200000805.1.1.160,리프트 타고 갔 올라가서,리프트 타고 갔 올라가서,0.0,리프트 타고 갔 올라가서,리프트 타고 갔 올라가서,0.0,0.0,리프트 타고 갔 올라가서,10,4,normal
SD2200908-SDRW2200000806.1.1.150,치킨 브랜드에서 구운 거를,치킨 브랜드에서 구운 거를,0.0,치킨 브랜드에서 구운 거를,치킨 브랜드에서 구운 거를,0.0,0.0,치킨 브랜드에서 구운 거를,11,4,normal
SD2200910-SDRW2200000807.1.1.245,그래서 얼마를 더 벌어야,그래서 얼마를 더 벌어야,0.0,그래서 얼마를 더 벌어야,그래서 얼마를 더 벌어야,0.0,0.0,그래서 얼마를 더 벌어야,10,4,normal
SD2200910-SDRW2200000808.1.1.303,그 습기를 먹으면은,그 습기를 먹으면은,0.0,그 습기를 먹으면은,그 습기를 먹으면은,0.0,0.0,그 습기를 먹으면은,8,3,normal
SD2200911-SDRW2200000809.1.1.194,어떻게 공부했대,어떻게 공부했대,0.0,어떻게 공부했대,어떻게 공부했대,0.0,0.0,어떻게 공부했대,7,2,low_info
SD2200911-SDRW2200000809.1.1.77,친구가,친구가,0.0,친구가,친구가,0.0,0.0,친구가,3,1,low_info
SD2200912-SDRW2200000810.1.1.226,맞아 그 한 무대를 위해서 정말 많은 스태프가 움직이고,맞아 그 한 무대를 위해서 정말 많은 스텝 임식이고,0.1666666666666666,맞아 그 한 무대를 위해서 정말 많은 스태프가 움직이고,맞아 그 한 무대를 위해서 정말 많은 스타의 비주식이고,0.2,-0.0333333333333334,맞아 그 한 무대를 위해서 정말 많은 스태프가 움직이고,22,9,normal
SD2200912-SDRW2200000810.1.1.4,난 연극을 많이 봤다기보다,난 연극을 많이 봤다기보다,0.0,난 연극을 많이 봤다기보다,난 연극을 많이 봤다기보다,0.0,0.0,난 연극을 많이 봤다기보다,11,4,normal
SD2200929-SDRW2200000921.1.1.236,근데 오피스텔에 내가 아는 애가 살고 있는 애가 있어서 얼마 전에 한번 가 보긴 했어,근데 오피스텔에 내가 아는 애가 살고 있는 애가 있어서 얼마 전에 한번 가 보긴 했어,0.0,근데 오피스텔에 내가 아는 애가 살고 있는 애가 있어서 얼마 전에 한번 가 보긴 했어,근데 오피스텔 내가 아는 애가 살고 있는 애가 있어서 얼마 전에 한번 가 보긴 했어,0.0212765957446808,-0.0212765957446808,근데 오피스텔에 내가 아는 애가 살고 있는 애가 있어서 얼마 전에 한번 가 보긴 했어,33,15,normal
SD2200931-SDRW2200000949.1.1.122,아 그러면 그,어 그러면 그,0.1428571428571428,아 그러면 그,어 그러면 그,0.1428571428571428,0.0,아 그러면 그,5,3,low_info
SD2200931-SDRW2200000949.1.1.80,어 방이 몇 갠 거야,어 방이 몇 개인 거야,0.1818181818181818,어 방이 몇 갠 거야,어 방이 몇 개 거야,0.0909090909090909,0.0909090909090909,어 방이 몇 갠 거야,7,5,normal
SD2200931-SDRW2200000950.1.1.326,나는 전기차 좋은 거 같아,난 전기차가 좋은 거 같아,0.2142857142857142,나는 전기차 좋은 거 같아,난 정기 차가 좋은 거 같아,0.3571428571428571,-0.1428571428571429,나는 전기차 좋은 거 같아,10,5,normal
SD2200933-SDRW2200000951.1.1.268,오늘은,오늘은,0.0,오늘은,오늘은,0.0,0.0,오늘은,3,1,low_info
SD2200939-SDRW2200000958.1.1.179,다른 것을 해서 그 도움을 주는 방향으로 할게,다른 것을 해서 도움을 주는 방향으로 할게,0.08,다른 것을 해서 그 도움을 주는 방향으로 할게,다른 것을 해서 에 도움을 주는 방향으로 할게,0.04,0.04,다른 것을 해서 그 도움을 주는 방향으로 할게,18,8,normal
SD2200939-SDRW2200000958.1.1.192,이렇게 찾아보기도 하고,이렇게 찾아보기도 하고,0.0,이렇게 찾아보기도 하고,이렇게 찾아보기도 하고,0.0,0.0,이렇게 찾아보기도 하고,10,3,normal
SD2200954-SDRW2200001039.1.1.4,그래 가지고 인테리어는 딱히 안한 거 같아,그래 가지고 인테리어는 딱히 안 한 거 같아,0.0434782608695652,그래 가지고 인테리어는 딱히 안한 거 같아,그래 가지고 인테리어는 딱히 안 한 거 같아,0.0434782608695652,0.0,그래 가지고 인테리어는 딱히 안한 거 같아,17,7,normal
SD2200962-SDRW2200001074.1.1.264,그 사람 프로필 눌러 가지고 그 사람 동영상 싹 다 봐 마음에 들면은,그 사람 풀핏 눌러 가지고 그 사람 동네서 싹 다 봐 마음에 들면은,0.131578947368421,그 사람 프로필 눌러 가지고 그 사람 동영상 싹 다 봐 마음에 들면은,그 사람 프로피 눌러 가지고 그 사람 동네에서 싹 막 터 막 마음에 들면은,0.2105263157894736,-0.0789473684210526,그 사람 프로필 눌러 가지고 그 사람 동영상 싹 다 봐 마음에 들면은,26,13,normal
SD2200963-SDRW2200001095.1.1.16,나는 친구들이 한 2년 전에 좀 많이 갔고,나는 친구들이 한 2년 전에 좀 많이 가고,0.0434782608695652,나는 친구들이 한 2년 전에 좀 많이 갔고,나는 친구들이 한 2년 전에 좀 많이 가고,0.0434782608695652,0.0,나는 친구들이 한 2년 전에 좀 많이 갔고,16,8,normal
SD2200967-SDRW2200001084.1.1.6,맞아 나도 난 올라올 때마다 바로바로 보는 편인데,맞아 나도 난 올라올 때마다 바로바로 보는 편인데,0.0,맞아 나도 난 올라올 때마다 바로바로 보는 편인데,맞아 나 또 난 올라올 때마다 바로바로 보는 편인데,0.074074074074074,-0.074074074074074,맞아 나도 난 올라올 때마다 바로바로 보는 편인데,20,8,normal
SD2201013-SDRW2200001311.1.1.33,골 넣은 거 이렇게 모아 가지고 해주는 거 있긴 하더라고요 그런 거 보면은,골 넣은 걸 이렇게 모아 가지고 해 주는 거 있긴 하더라고요 그런 거 보면은,0.048780487804878,골 넣은 거 이렇게 모아 가지고 해주는 거 있긴 하더라고요 그런 거 보면은,골 넣은 걸 이렇게 모아 가지고 해 주는 거 있긴 하더라고요 그런 거 보면은,0.048780487804878,0.0,골 넣은 거 이렇게 모아 가지고 해주는 거 있긴 하더라고요 그런 거 보면은,29,13,normal
SD2201013-SDRW2200001312.1.1.224,어 털이 많이 붙으니까 검은색 옷이 많이 없다 하더라고요,어 털이 많이 붙으니까 검은색 옷이 많이 없다 하더라고요,0.0,어 털이 많이 붙으니까 검은색 옷이 많이 없다 하더라고요,어 털이 많이 붙으니까 검은색 옷이 많이 없다 하더라고요,0.0,0.0,어 털이 많이 붙으니까 검은색 옷이 많이 없다 하더라고요,23,9,normal
SD2201029-SDRW2200001525.1.1.317,괜찮은 거야,괜찮은 거야,0.0,괜찮은 거야,괜찮은 거야,0.0,0.0,괜찮은 거야,5,2,low_info
SD2201034-SDRW2200001631.1.1.237,너는 심정수를 예를 들었지만 그래도 그때는,너는 심정수를 예를 들었지만 그래도 그때는,0.0,너는 심정수를 예를 들었지만 그래도 그때는,너는 심정수를 예를 들었지만 그래도 그때는,0.0,0.0,너는 심정수를 예를 들었지만 그래도 그때는,18,6,normal
SD2201034-SDRW2200001631.1.1.246,중간 계투 65억 원 주고 사 왔는데,중간계도 65억원 요수 사 왔는데,0.25,중간 계투 65억 원 주고 사 왔는데,중간계도 65분 요 조 사 왔는데,0.3,-0.0499999999999999,중간 계투 65억 원 주고 사 왔는데,14,7,normal
SD2201034-SDRW2200001633.1.1.15,바쁜 사람 친척들이라 해도 아무리 친척들이래도 그런데 넌 어찌 생각하는데,바쁜 사람 친척들이랑 해도 아무리 친척들이라도 그런데 넌 어떻게 생각하는데,0.1,바쁜 사람 친척들이라 해도 아무리 친척들이래도 그런데 넌 어찌 생각하는데,바쁜 사람 친척들이라 해도 아무리 친척들이라도 그런데 넌 어떻게 생각하는데,0.075,0.025,바쁜 사람 친척들이라 해도 아무리 친척들이래도 그런데 넌 어찌 생각하는데,31,10,normal
SD2201039-SDRW2200001643.1.1.273,병원에 들어가셨다는데 뭐 어느 병원인지는 물어봐야 되고,어 병원에 들어가셨다는데 뭐 언니 병원이지 물어봐야 되고,0.2,병원에 들어가셨다는데 뭐 어느 병원인지는 물어봐야 되고,응 병원에 들어가셨다는데 뭐 근데 병원인지 물어봐야 되고,0.1666666666666666,0.0333333333333334,병원에 들어가셨다는데 뭐 어느 병원인지는 물어봐야 되고,24,7,normal
SD2201046-SDRW2200001948.1.1.25,유튜브에 모음집,유튜브에 모은 집,0.25,유튜브에 모음집,유튜브에 뭐지,0.375,-0.125,유튜브에 모음집,7,2,low_info
SD2201049-SDRW2200002013.1.1.7,뭐 대기업이 좋나 중소기업이 좋나 이런 여러 가지 생각을 했는데,어 대기업이 좋나 중소기업이셨나 이런 여러 가지 생각을 했는데,0.0857142857142857,뭐 대기업이 좋나 중소기업이 좋나 이런 여러 가지 생각을 했는데,어 대기업이 좋나 중소기업이 좋나 이런 여러 가지 생각을 했는데,0.0285714285714285,0.0571428571428572,뭐 대기업이 좋나 중소기업이 좋나 이런 여러 가지 생각을 했는데,26,10,normal
SD2201074-SDRW2200000791.1.1.233,친구들은 번지 점프,친구들은 번지 점보,0.1,친구들은 번지 점프,친구들은 번지 정보,0.2,-0.1,친구들은 번지 점프,8,3,normal
SD2201098-SDRW2200001000.1.1.127,봉사가 다양한 봉사를,봉사가 다양한 봉사를,0.0,봉사가 다양한 봉사를,봉사가 다양한 봉사를,0.0,0.0,봉사가 다양한 봉사를,9,3,normal
SD2201127-SDRW2200001116.1.1.37,너는 제일 좋아하는 밴드가 뭐니,너는 제일 좋아하는 밴드가 뭐니,0.0,너는 제일 좋아하는 밴드가 뭐니,너는 제일 좋아하는 밴드가 뭐니,0.0,0.0,너는 제일 좋아하는 밴드가 뭐니,13,5,normal
SD2201127-SDRW2200001116.1.1.96,그 곡을 우리 밴드실에서 많이 연주했던 거 같아서,그 곡을 우리 밴드실에서 많이 연주했던 거 같아서,0.0,그 곡을 우리 밴드실에서 많이 연주했던 거 같아서,그 곡을 우리 밴드실에서 많이 연주했던 거 같아서,0.0,0.0,그 곡을 우리 밴드실에서 많이 연주했던 거 같아서,20,8,normal
SD2201151-SDRW2200002421.1.1.299,아직도 거의 반반 같은데,아직도 거의 반반인 거 같은데,0.2307692307692307,아직도 거의 반반 같은데,아직도 거의 반반 같은데,0.0,0.2307692307692307,아직도 거의 반반 같은데,10,4,normal
SD2201155-SDRW2200002457.1.1.40,버스 기사님들도,버스 기사님들도,0.0,버스 기사님들도,버스 기사님들도,0.0,0.0,버스 기사님들도,7,2,low_info
SD2201160-SDRW2200001186.1.1.241,좀 우리가 그 8년 동안 쌓아 온 그,좀 우리가 그 8년 동안 쌓은 그,0.15,좀 우리가 그 8년 동안 쌓아 온 그,좀 우리가 그 8년 동안 싸운 그,0.2,-0.05,좀 우리가 그 8년 동안 쌓아 온 그,13,8,normal
SD2201168-SDRW2200001491.1.1.86,가만히 있어 돈도 안 내고 그래 가지고,가만히 있어 돈도 안 내고 그래 가지고,0.0,가만히 있어 돈도 안 내고 그래 가지고,가 많이 있어 돈도 안 내고 그래 가지고,0.1428571428571428,-0.1428571428571428,가만히 있어 돈도 안 내고 그래 가지고,15,7,normal
SD2201213-SDRW2200000710.1.1.133,근데 그 마스크는 교체를 할 수 없고 계속 그,근데 그 마스크는 교체를 할 수 없고 계속 그,0.0,근데 그 마스크는 교체를 할 수 없고 계속 그,근데 그 마스크는 교체를 할 수 없고 계속 그,0.0,0.0,근데 그 마스크는 교체를 할 수 없고 계속 그,17,9,normal
SD2201216-SDRW2200000711.1.1.79,길거리 고양이들도 밥도 먹고 그런 줄 알았는데,길거리 고양이도 밥도 먹고 그런 줄 알았는데,0.04,길거리 고양이들도 밥도 먹고 그런 줄 알았는데,길거리 고양이들도 밥도 없고 그런 줄 알았는데,0.04,0.0,길거리 고양이들도 밥도 먹고 그런 줄 알았는데,19,7,normal
SD2201216-SDRW2200000712.1.1.219,이미 많은 사람들이 화장을 하고 있으면,이미 많은 사람들이 화장을 하고 있으면,0.0,이미 많은 사람들이 화장을 하고 있으면,이미 많은 사람들이 화장을 하고 있으면,0.0,0.0,이미 많은 사람들이 화장을 하고 있으면,16,6,normal
SD2201219-SDRW2200000729.1.1.315,개코가 뭔지 알아,케이커가 뭔지 알아,0.3333333333333333,개코가 뭔지 알아,개크가 뭔지 알아,0.1111111111111111,0.2222222222222222,개코가 뭔지 알아,7,3,normal
SD2201230-SDRW2200000830.1.1.19,어 너무너무 많이 걸어 다녔겠는데,어 너무 너무 많이 걸어 다녔겠는데,0.0555555555555555,어 너무너무 많이 걸어 다녔겠는데,어 너무 너무 많이 걸어 다녔겠는데,0.0555555555555555,0.0,어 너무너무 많이 걸어 다녔겠는데,14,5,normal
SD2201245-SDRW2200000945.1.1.376,비싸지만은 되게 편하잖아,비싸지만은 되게 편하잖아,0.0,비싸지만은 되게 편하잖아,비싸지만은 되게 편하잖아,0.0,0.0,비싸지만은 되게 편하잖아,11,3,normal
SD2201245-SDRW2200000946.1.1.199,그걸 좀 느껴보고 싶어,그걸 좀 느껴 보고 싶어,0.0833333333333333,그걸 좀 느껴보고 싶어,그걸 좀 느껴 보고 싶어,0.0833333333333333,0.0,그걸 좀 느껴보고 싶어,9,4,normal
SD2201245-SDRW2200000946.1.1.7,개인적으로 나는,개인적으로 나는,0.0,개인적으로 나는,개인적으로 나는,0.0,0.0,개인적으로 나는,7,2,low_info
SD2201285-SDRW2200002634.1.1.30,삼성은 시험도 본다며,삼성은 시험도 온다면,0.1818181818181818,삼성은 시험도 본다며,삼성은 시험 온다면,0.2727272727272727,-0.0909090909090909,삼성은 시험도 본다며,9,3,normal
SD2201317-SDRW2200000384.1.1.225,이렇게 호감 가는 사람과,이렇게 호감 가는 사람과,0.0,이렇게 호감 가는 사람과,이렇게 호감 가는 사람과,0.0,0.0,이렇게 호감 가는 사람과,10,4,normal
SD2201327-SDRW2200002105.1.1.204,내 공부가 다 됐는 지를,내 공부가 다 됐는지를,0.0769230769230769,내 공부가 다 됐는 지를,내 공부가 다 됐는지를,0.0769230769230769,0.0,내 공부가 다 됐는 지를,9,5,normal
SD2201327-SDRW2200002108.1.1.116,안 내려 그러면 말도 안 하고 그냥 가버리면,안 내려 그러면 말도 안 하고 그냥 가 버리면,0.0416666666666666,안 내려 그러면 말도 안 하고 그냥 가버리면,안 내려 그러면 말도 안 하고 그냥 가 버리면,0.0416666666666666,0.0,안 내려 그러면 말도 안 하고 그냥 가버리면,17,8,normal
SD2201332-SDRW2200002734.1.1.351,막 열심히는 안 봤다랄까,막 열심히 안 봤다가 달라,0.3846153846153846,막 열심히는 안 봤다랄까,막 욕심이 아 맞다 아 다,0.6923076923076923,-0.3076923076923077,막 열심히는 안 봤다랄까,10,4,normal
SD2201332-SDRW2200002735.1.1.218,근데 나한테 지갑을 달라는 거야,그러니까 나한테 지갑을 달라는 거야,0.2352941176470588,근데 나한테 지갑을 달라는 거야,그 나한테 지갑을 달라는 거야,0.1176470588235294,0.1176470588235294,근데 나한테 지갑을 달라는 거야,13,5,normal
SD2201332-SDRW2200002735.1.1.55,오빠 어른들이 그런 말 하던데,그러니까 어른들이 그런 말 하는데,0.3125,오빠 어른들이 그런 말 하던데,그러니까 어른들이 그런 말 하던데,0.25,0.0625,오빠 어른들이 그런 말 하던데,12,5,normal
SD2201359-SDRW2200000638.1.1.218,나도 사실은 좀 캐주얼한 스타일을 되게 좋아해 흰 티에 그냥 청바지 입고,나도 사실은 좀 캐주얼한 스타일을 되게 좋아해 흰티에 그냥 청바지 입고,0.025,나도 사실은 좀 캐주얼한 스타일을 되게 좋아해 흰 티에 그냥 청바지 입고,나도 사실은 좀 캐주얼한 스타일을 되게 좋아해 흰티에 그냥 청바지 입고,0.025,0.0,나도 사실은 좀 캐주얼한 스타일을 되게 좋아해 흰 티에 그냥 청바지 입고,29,12,normal
SD2201367-SDRW2200000204.1.1.9,가수들 뽑는 그런 프로그램이었는데,가수들 뽑는 그런 프로그램이었는데,0.0,가수들 뽑는 그런 프로그램이었는데,가수들 뽑는 그런 프로그램이었는데,0.0,0.0,가수들 뽑는 그런 프로그램이었는데,15,4,normal
SD2201375-SDRW2200000263.1.1.162,추구를 해야 될 거 같아 내 생각에는 이제 내가 그래서 내가 생각한 게,추구를 해야 될 거 같아 내 생각에는 이제 내가 그래서 내가 생각한 게,0.0,추구를 해야 될 거 같아 내 생각에는 이제 내가 그래서 내가 생각한 게,추구를 해야 될 거 같아 내 생각에는 이제 내가 그래서 내가 생각한 게,0.0,0.0,추구를 해야 될 거 같아 내 생각에는 이제 내가 그래서 내가 생각한 게,27,13,normal
SD2201375-SDRW2200000263.1.1.198,코로나가 좀 코 침 이런 분비물 때문에,코로나가 지금 고 침 이런 붐비 때문에,0.238095238095238,코로나가 좀 코 침 이런 분비물 때문에,코로나가 좀 코 침 이런 분비 때문에,0.0476190476190476,0.1904761904761904,코로나가 좀 코 침 이런 분비물 때문에,15,7,normal
SD2201384-SDRW2200000259.1.1.189,한 3번씩 읽고 한 1번 1가지 책을 3번씩 읽고,한 3번씩 있고 한 1번 1가지 최근에 3번씩 읽고,0.1481481481481481,한 3번씩 읽고 한 1번 1가지 책을 3번씩 읽고,한 3번씩 있고 한 1번 1가지 제가 3번씩 읽고,0.1111111111111111,0.037037037037037,한 3번씩 읽고 한 1번 1가지 책을 3번씩 읽고,19,9,normal
SD2201390-SDRW2200000673.1.1.180,좀 좀 다른 느낌인지가 궁금해요,좀 좀 다른 느낌인지가 궁금해요,0.0,좀 좀 다른 느낌인지가 궁금해요,좀 좀 다른 느낌인지가 궁금해요,0.0,0.0,좀 좀 다른 느낌인지가 궁금해요,13,5,normal
SD2201390-SDRW2200000673.1.1.241,그런 이제 청첩 청첩장을 봤을 때,그런 이제 청첩 청첩장을 봤을 때,0.0,그런 이제 청첩 청첩장을 봤을 때,그런 이제 청첩 청첩장을 봤을 때,0.0,0.0,그런 이제 청첩 청첩장을 봤을 때,13,6,normal
SD2201400-SDRW2200000290.1.1.76,그래서 쪼끔 얻어먹었는데,그래서 조금 얻어 먹었는데,0.2307692307692307,그래서 쪼끔 얻어먹었는데,그래서 쪼끔 얻어 먹었는데,0.0769230769230769,0.1538461538461538,그래서 쪼끔 얻어먹었는데,11,3,normal
SD2201411-SDRW2200000308.1.1.128,그 골프는,그 골프는,0.0,그 골프는,그 골프는,0.0,0.0,그 골프는,4,2,low_info
SD2201411-SDRW2200000308.1.1.278,같이 해 줘야지,같이 해 줘야지,0.0,같이 해 줘야지,같이 해 줘야지,0.0,0.0,같이 해 줘야지,6,3,normal
SD2201418-SDRW2200000330.1.1.170,남자가 혼수를 해 가는,남자가 혼수를 해 가는,0.0,남자가 혼수를 해 가는,남자가 혼수를 해 가는,0.0,0.0,남자가 혼수를 해 가는,9,4,normal
SD2201425-SDRW2200000342.1.1.251,근데 요즘은 영화관도 잘 나오던데,근데 요즘은 영화관도 잘 나오던데,0.0,근데 요즘은 영화관도 잘 나오던데,근데 요즘은 영화관도 잘 나오던데,0.0,0.0,근데 요즘은 영화관도 잘 나오던데,14,5,normal
SD2201425-SDRW2200000344.1.1.7,취향이긴 한데,취향이긴 한데,0.0,취향이긴 한데,취향이긴 한데,0.0,0.0,취향이긴 한데,6,2,low_info
SD2201439-SDRW2200000780.1.1.233,그리고 야외 같은 데 전경을 보면서,그리고 야외 같은 데 전경을 보면서,0.0,그리고 야외 같은 데 전경을 보면서,그리고 야외 같은 데 정경을 보면서,0.0526315789473684,-0.0526315789473684,그리고 야외 같은 데 전경을 보면서,14,6,normal
SD2201442-SDRW2200000796.1.1.15,내가 다니는 동선도 정해져 있고,내가 다니는 동선도 정해져 있고,0.0,내가 다니는 동선도 정해져 있고,내가 다니는 동선도 생해져 있고,0.0588235294117647,-0.0588235294117647,내가 다니는 동선도 정해져 있고,13,5,normal
SD2201447-SDRW2200000368.1.1.148,이 집이 유일하게 맛집이라고,이 짐 이 유일하게 맛집이라고,0.1333333333333333,이 집이 유일하게 맛집이라고,이 짐이 유일하게 맛집이라고,0.0666666666666666,0.0666666666666667,이 집이 유일하게 맛집이라고,12,4,normal
SD2201515-SDRW2200000967.1.1.252,아 그래도,아 그래도,0.0,아 그래도,아 그래도,0.0,0.0,아 그래도,4,2,low_info
SD2201531-SDRW2200002566.1.1.313,나는 진짜 나영석 피디가 천재라고 생각이 많이 드는 게,나는 이제 진짜 나약 소비가 천재라는 생각이 많이 드는 게,0.2666666666666666,나는 진짜 나영석 피디가 천재라고 생각이 많이 드는 게,나는 이제 진짜 나영석이가 천재라고 생각이 많이 들는 게,0.2333333333333333,0.0333333333333333,나는 진짜 나영석 피디가 천재라고 생각이 많이 드는 게,22,9,normal
SD2201535-SDRW2200001010.1.1.399,어 드래곤 뭐 도마뱀이었던 거 같은데,어 드래곤 뭐 드라마뱀이었던 거 같은데,0.1,어 드래곤 뭐 도마뱀이었던 거 같은데,어 드래곤 뭐 드라마이었던 거 같은데,0.15,-0.0499999999999999,어 드래곤 뭐 도마뱀이었던 거 같은데,15,6,normal
SD2201547-SDRW2200001021.1.1.3,어 집에 들어오자마자 청소를 했던 거 같아요,어 집에 들어오자마자 청소를 했던 거 같아요,0.0,어 집에 들어오자마자 청소를 했던 거 같아요,어 집에 들어오자마자 청소를 했던 거 같아요,0.0,0.0,어 집에 들어오자마자 청소를 했던 거 같아요,18,7,normal
SD2201550-SDRW2200001055.1.1.167,좀 늦은 편이라곤 했어,좀 늦은 편이라곤 했어,0.0,좀 늦은 편이라곤 했어,좀 늦은 편이라고 했어,0.0833333333333333,-0.0833333333333333,좀 늦은 편이라곤 했어,9,4,normal
SD2201550-SDRW2200001056.1.1.334,15구 그거 공원 있는 데 파리 15구 공원,15구 그거 공원인데 8 215 90원,0.4166666666666667,15구 그거 공원 있는 데 파리 15구 공원,15 그 그거 공원 있는데 82 1590원,0.3333333333333333,0.0833333333333333,15구 그거 공원 있는 데 파리 15구 공원,17,8,normal
SD2201556-SDRW2200001075.1.1.205,음 별로 좋은 톤이 아닌데,응 별로 좋은 톤이 아닌데,0.0714285714285714,음 별로 좋은 톤이 아닌데,응 별로 좋은 톤이 아닌데,0.0714285714285714,0.0,음 별로 좋은 톤이 아닌데,10,5,normal
